File,Aleph system no.,Author,Title,Language,Location,Date,DOM ID,Type,Genre
nogenre.xlsx,014810442,"Fay, Theodore S",Great Outline of Geography... With... Atlas.,eng,Berlin,1867,lsidyv3be0c356,,
nogenre.xlsx,014810443,"Fayrer, Joseph",Notes of the visits to India of their Royal Highnesses the Prince of Wales and Duke of Edinburgh 1870-1875-6.,eng,London,1879,lsidyv39177e80,,
nogenre.xlsx,014810444,"Fearnside, William Gray",Tombleson's Thames. Ger.,eng,London,1834,lsidyv2b5dcd46,,
nogenre.xlsx,014810445,"Fearnside, William Gray",Tombleson's Views of the Rhine. Edited by W. G. Fearnside.,eng,London,1832,lsidyv3bbeae11,,
nogenre.xlsx,014810449,"Fearon, Henry Bradshaw",Sketches of America. A narrative of a journey of five thousand miles through the Eastern and Western States of America... with remarks on Mr. Birkbeck's “Notes” and “Letters.” Second edition.,eng,London,1818,lsidyv3ca15c50,,
nogenre.xlsx,014810450,"Featherstonhaugh, George William","Report of a Geological Reconnoissance made in 1835, from the Seat of Government, by the way of Green Bay and the Wisconsin territory, to the Coteau de Prairie, etc.",eng,Washington,1836,lsidyv3cc054f3,,
nogenre.xlsx,014810452,"Felberman, Louis",Hungary and its People... With illustrations.,eng,London,1892,lsidyv3c25a569,,
nogenre.xlsx,014810453,"Felińska, Ewa",Revelations of Siberia.,eng,London,1852,lsidyv38fe3efa,,
nogenre.xlsx,014810455,"Fell, R",A Tour through the Batavian Republic during the latter part of the year 1800. Containing an account of the Revolution and recent events in that Country.,eng,London,1801,lsidyv3bbf77fd,,
nogenre.xlsx,014810456,"Fellowes, William Dorset","Paris during the interesting month of July, 1815, a series of letters, addressed to a friend in London.",eng,London,1815,lsidyv3bebc247 -- lsidyv3cb10d4b,,
nogenre.xlsx,014810457,"Fellowes, William Dorset","A Visit to the Monastery of La Trappe, in 1817; with notes taken during a tour through Le Perche, Normandy,... and the environs of Paris... Illustrated with numerous coloured engravings, etc.",eng,London,1818,lsidyv3bec5bb0,,
nogenre.xlsx,014810458,"Fellowes, William Dorset","A Visit to the Monastery of La Trappe, in 1817... Third edition.",eng,London,1820,lsidyv3c06b539,,
nogenre.xlsx,014810459,"Fellows, Charles","Travels and Researches in Asia Minor, more particularly in the Province or Lycia.",eng,London,1852,lsidyv3c696695,,
nogenre.xlsx,014810460,"Fellows, Charles",The Xanthian Marbles; their acquisition and transmission to England.,eng,London,1843,lsidyv38e9a192,,
nogenre.xlsx,014810462,"Felt, Joseph B","The Annals of Salem, from its first settlement.",eng,Salem,1827,lsidyv308125c3,,
nogenre.xlsx,014810463,"Felt, Joseph B","The Annals of Salem, from its first settlement.",eng,Salem,1845,lsidyv314850c5 -- lsidyv32bd8c3a,,
nogenre.xlsx,014810465,"Felton, Cornelius Conway",Familiar Letters from Europe.,eng,Boston,1865,lsidyv3c61f742,,
nogenre.xlsx,014810466,"Felton, Myra","Eena Romney; or, Word-Pictures of home-life in New South Wales.",eng,London,1889,lsidyv3aa8c64e,,
nogenre.xlsx,014810475,"Fenn, George Manville",The Clerk of Portwick.,eng,London,1880,lsidyv3b707ed3 -- lsidyv3b709256 -- lsidyv3b708b1b,,
nogenre.xlsx,014810482,"Fenn, George Manville","Fire Island: being the adventures of uncertain naturalists in an unknown track, etc.",eng,London,1894,lsidyv3aee0c7c,,
nogenre.xlsx,014810483,"Fenn, George Manville","Fix Bay'nets! or, the Regiment in the Hills... With... illustrations by W. H. C. Groome.",eng,Toronto,1899,lsidyv397f0d13,,
nogenre.xlsx,014810495,"Fenn, George Manville",Midnight Webs.,eng,London,1872,lsidyv3b3ae226,,
nogenre.xlsx,014810504,"Fenn, George Manville",Sweet Mace. A Sussex Legend of the Iron Times.,eng,London,1884,lsidyv3af618b6 -- lsidyv3af62957 -- lsidyv3af6211a,,
nogenre.xlsx,014810512,"Fenn, George Manville",A Woman Worth Winning.,eng,London,1898,lsidyv39a7d6e0,,
nogenre.xlsx,014810517,"Fenton, Edward Dyne","“B,” an autobiography.",eng,London,1874,lsidyv3143b93f -- lsidyv3036be9a,,
nogenre.xlsx,014810518,"Fenton, Edward Dyne",Eve's Daughters.,eng,London,1873,lsidyv3b3a0e63,,
nogenre.xlsx,014810520,"Fenton, Afterwards Aylmer, I. D",Memoirs of a Lady in Waiting.,eng,London,1860,lsidyv3afaaee8 -- lsidyv3afab5d6,,
nogenre.xlsx,014810521,"Fenwick, John",Treasure Trove in Northumberland.,eng,Newcastle,1851,lsidyv3cb9190f,,
nogenre.xlsx,014810525,"Ferguson, Charles D",The Experiences of a Forty-niner during thirty-four years residence in California and Australia... Edited by Frederick T. Wallace.,eng,Cleveland,1888,lsidyv30152ea3,,
nogenre.xlsx,014810527,"Ferguson, Dugald",Vicissitudes of Bush Life in Australia and New Zealand.,eng,London,1891,lsidyv3aa3a171,,
nogenre.xlsx,014810528,"Ferguson, Fergus",Wanderings in France and Switzerland.,eng,London,1869,lsidyv3c65f4b6,,
nogenre.xlsx,014810529,"Ferguson, John, C.M.G","Ceylon in 1883, etc.",eng,London,1883,lsidyv3c728488,,
nogenre.xlsx,014810530,"Ferguson, John, C.M.G","Ceylon in 1884... Revised, enlarged, and brought down to date from “Ceylon in 1883.”.",eng,London,1884,lsidyv392e12fc,,
nogenre.xlsx,014810531,"Ferguson, John, C.M.G","Ceylon in the “Jubilee Year”... Third edition, revised, enlarged, and brought down to date.",eng,London,1887,lsidyv3c8c12a5,,
nogenre.xlsx,014810532,"Ferguson, John, C.M.G","Ceylon in 1893, etc.",eng,London,1893,lsidyv2b3d20d9,,
nogenre.xlsx,014810533,"Ferguson, John, C.M.G","From Ceylon to England by way of China, Japan, and the United States; with other contributions to the English and Ceylon press; and a Lecture... on From California via Canada to Florida in the cars.",eng,Colombo,1891,lsidyv3bdbf9ca,,
nogenre.xlsx,014810534,"Ferguson, John, C.M.G","The Lady Jocelyn Weekly Mail. A Journal of a Voyage from Melbourne to London; containing a detailed Log of the Voyage,... edited by J. F.",eng,London,1869,lsidyv3c8f69be,,
nogenre.xlsx,014810535,"Ferguson, Malcolm",Rambles in Breadalbane... With portraits and engravings,eng,Glasgow,1891,lsidyv3c4009de,,
nogenre.xlsx,014810540,"Ferguson, William, Of Kinmundy",Twelve sketches of scenery & antiquities on the line of the Great North of Scotland Railway.,eng,Edinburgh,1883,lsidyv2af2e2c9,,
nogenre.xlsx,014810541,"Fergusson, James","The Holy Sepulchre and the Temple at Jerusalem. Being the substance of two lectures delivered... on the 21st February, 1862, and 3rd March, 1865.",eng,London,1865,lsidyv3c6a0c34,,
nogenre.xlsx,014810546,"Neves, Diocleciano Fernandes Das",A hunting expedition to the Transvaal... Translated from the Portuguese by Mariana Monteiro.,eng,London,1879,lsidyv3c5dab8a,,
nogenre.xlsx,014810547,"Fernandez, James",The Fernandez Reciter... Selected and arranged by J. Fernandez. Humorous.,eng,London,1897,lsidyv345e0b4e,,
nogenre.xlsx,014810548,"Fernandez, James",The Fernandez Reciter... Selected and arranged by J. Fernandez. Popular.,eng,London,1897,lsidyv345e04d4,,
nogenre.xlsx,014810555,"Ferrall, Simon Ansley",A ramble of six thousand miles through the United States of America.,eng,London,1832,lsidyv3ca1a8ea,,
nogenre.xlsx,014810562,"Ferrier, J. P., Formerly Of The “chasseurs D'afrique.”","Caravan Journeys and Wanderings in Persia, Afghanistan, Turkistan, and Beloochistan: with historical notices of the countries lying between Russia and India.... Translated from the original unpublished manuscript by... W. Jesse. Edited by H. D. Seymour.",eng,London,1856,lsidyv3ccd91cd,,
nogenre.xlsx,014810563,"Ferris, Benjamin G",Utah and the Mormons... From personal observations during a six months' residence at Great Salt Lake City.,eng,New-York,1854,lsidyv2b409204,,
nogenre.xlsx,014810564,"Ferroll, Paul",Why Paul Ferroll killed his Wife.,eng,London,1861,lsidyv3ab3c9c4,,
nogenre.xlsx,014810566,"Ferryman, Augustus Ferryman Mockler","In the Northman's Land. Travel, sport, and folk-lore in the Hardanger Fjord and Fjeld... With map, illustrations, and appendix.",eng,London,1896,lsidyv3c19131f,,
nogenre.xlsx,014810567,"Ferryman, Augustus Ferryman Mockler","Up the Niger. Narrative of Major Claude Macdonald's mission to the Niger and Benue rivers, West Africa... To which is added a chapter on native musical instruments by Capt. C. R. Day... With map, illustrations and appendix.",eng,London,1892,lsidyv3c77f3fa,,
nogenre.xlsx,014810568,"Fetherstonhaugh, Maria Georgiana, Hon",Alan Dering.,eng,London,1880,lsidyv3af3b836 -- lsidyv3af3bea8,,
nogenre.xlsx,014810570,"Fetherstonhaugh, Maria Georgiana, Hon",Kilcorran.,eng,London,1877,lsidyv39e970dc -- lsidyv39e97751,,
nogenre.xlsx,014810573,"Fetherstonhaugh, Maria Georgiana, Hon",Robin Adair.,eng,London,1879,lsidyv3537f8c5 -- lsidyv3537fee6,,
nogenre.xlsx,014810574,"Féval, Paul","“I am here!” The Duke's Motto; or, the Little Parisian.",eng,New-York,1863,lsidyv34ff3f86,,
nogenre.xlsx,014810576,"Fforde, Arthur Brownlow","The Subaltern, the Policeman and the Little Girl. An Anglo-Indian sketch, etc.",eng,London,1890,lsidyv3abb0f16,,
nogenre.xlsx,014810577,"Fforde, Arthur Brownlow","“The Trotter,” a Poona mystery.",eng,London,1890,lsidyv3abb0c55,,
nogenre.xlsx,014810579,"Fidler, Isaac","Observations on professions, literature, manners, and emigration in the United States, and Canada, made during a residence there in 1832.",eng,London,1833,lsidyv3ca124a9,,
nogenre.xlsx,014810580,,"The Field of Life; or, Sowing and Reaping.",eng,London,1861,lsidyv3ac345e2 -- lsidyv3ac3a94c -- lsidyv3ac351ac,,
nogenre.xlsx,014810581,"Field, David Dudley",A statistical account of the county of Middlesex in Connecticut.,eng,Middletown,1819,lsidyv307f92ce,,
nogenre.xlsx,014810582,"Field, Eugene",The Love Affairs of a Bibliomaniac.,eng,London,1896,lsidyv3a4715d7,,
nogenre.xlsx,014810584,"Field, Henry M., Henry Martyn",From Egypt to Japan.,eng,New-York,1877,lsidyv391a0d85,,
nogenre.xlsx,014810585,"Field, Henry M., Henry Martyn",From the Lakes of Killarney to the Golden Horn.... Fifth edition.,eng,New-York,1878,lsidyv3c8e1653,,
nogenre.xlsx,014810586,"Field, Henry M., Henry Martyn",The Greek Islands and Turkey after the War.,eng,New-York,1885,lsidyv3b9c5d34,,
nogenre.xlsx,014810587,"Field, Henry M., Henry Martyn",Old Spain and new Spain.,eng,New-York,1888,lsidyv3bf98b60,,
nogenre.xlsx,014810588,"Field, Henry M., Henry Martyn",Old and New Spain.,eng,London,1888,lsidyv3bf983fb,,
nogenre.xlsx,014810589,"Field, Henry M., Henry Martyn","Summer Pictures: from Copenhagen to Venice... New edition, revised and enlarged.",eng,New-York,1860,lsidyv3cce7f44,,
nogenre.xlsx,014810590,"Field, Horace, B.A. Lond",Glitter and Gold.,eng,London,1872,lsidyv3b2d97bb,,
nogenre.xlsx,014810591,"Field, Kate","Pen Photographs of Charles Dickens's Readings, etc. New... edition.",eng,Boston,1868,lsidyv39ada366,,
nogenre.xlsx,014810592,"Field, Louise Frances, Mrs",Denis. A study in black and white.,eng,London,1896,lsidyv3a4035b2,,
nogenre.xlsx,014810599,"Fielde, Adele Marion","A Corner of Cathay: Studies from Life among the Chinese... Illustrated, etc.",eng,New-York,1894,lsidyv392788df,,
nogenre.xlsx,014810600,"Fieldhouse, Harry",Old Bradford Illustrated.,eng,Bradford,1889,lsidyv2affe7d0,,
nogenre.xlsx,014810601,"Fielding, Cecil Henry","Memories of Malling and its Valley. With a fauna and flora of Kent, etc.",eng,West,1893,lsidyv3c4458b5,,
nogenre.xlsx,014810602,"Fielding, Ch. Stuart",The Illustrated English and American Paris Guide. With a new map of Paris.,eng,Paris,1858,lsidyv3bec530a,,
nogenre.xlsx,014810603,"Fielding, Afterwards Fielding-hall, H., [i.E. Harold Fielding Patrick Hall.]",The Soul of a People,eng,London,1898,lsidyv38fd099f,,
nogenre.xlsx,014810604,"Fielding, Henry","The works of Henry Fielding, Esq.; with the life of the author A new edition, to which is now first added, The feathers; or, The goodnatured man.",eng,London,1806,lsidyv30782c8b -- lsidyv30895438 -- lsidyv3078ce89 -- lsidyv3078adbc -- lsidyv30787b0e -- lsidyv3947598a -- lsidyv315039c6 -- lsidyv2ae8e46c -- lsidyv3078e79a,,
nogenre.xlsx,014810605,"Fielding, Henry",The works of Henry Fielding... with memoir of the author.,eng,Henry,1845,lsidyv350a1a60 -- lsidyv307b2d8d,,
nogenre.xlsx,014810609,"Fielding, Henry","Miscellanies, by Henry Fielding, Esq.",eng,London,1743,lsidyv34fb395a -- lsidyv34fb5e48 -- lsidyv34fb4fef,,
nogenre.xlsx,014810733,"Griffith, Amyas","Miscellaneous tracts, containing: I. A letter to D. Trant... ralative to his pamphlet against the Munster Peasantry, and his unfortunate duel with... Sir J. Colthurst, Bt.-II. Observations on the Bishop of Cloyne's pamphlet; in which the doctrine of tithes is candidly considered.... III. Extract of Theophilus's letter to the author... A letter to D. Toler... relative to that unfortunate victim to popular prejudice,... N. Sheehy, etc.",eng,Dublin,1787,lsidyv2aee722a,,
nogenre.xlsx,014810734,"Grosart, Alexander Balloch","The complete Works of T. Nashe,... collected and edited... by... A. B. G., etc.",eng,,1833,lsidyv34f63a87 -- lsidyv34f62b1f -- lsidyv34f645a8,,
nogenre.xlsx,014810737,"Hamilton, C. G., Mrs",The exiles of Italy / by C. G. H,eng,Edinburgh,1857,lsidyv3a885e62,,
nogenre.xlsx,014810738,,Essays by ministers of the Free Church of Scotland / edited by William Hanna.,eng,Edinburgh,1858,lsidyv316b1477,,
nogenre.xlsx,014810739,"Hardy, Thomas",Tess of the d'Urbervilles: a pure woman / faithfully presented by Thomas Hardy.,eng,London,1895,lsidyv39db33ea,,
nogenre.xlsx,014810740,"Harvey, Gabriel","The Works of Gabriel Harvey,... collected and edited... by... A. B. Grosart.",eng,,1884,lsidyv34f69f7c -- lsidyv34f6865e,,
nogenre.xlsx,014810743,"Hooker, Richard","The Works of Mr. Richard Hooker... Also a life of the author, by Isaac Walton. A new edition.",eng,London,1822,lsidyv2c220922 -- lsidyv35144857,,
nogenre.xlsx,014810745,"Fielding, Henry","Miscellanies, by Henry Fielding, Esq.",eng,London,1743,lsidyv34f96507 -- lsidyv34f95750 -- lsidyv395b6c8d,,
nogenre.xlsx,014810747,"Fields, James Thomas","Yesterdays with authors, etc.",eng,Boston,1882,lsidyv316c1406,,
nogenre.xlsx,014810748,"Fields, James Thomas",Yesterdays with Authors... Twentieth edition.,eng,London,1881,lsidyv39513c55,,
nogenre.xlsx,014810750,,The Home of Fiesole. With a sketch of the life and times of Savonarola.,eng,London,1877,lsidyv3b8ed9df,,
nogenre.xlsx,014810753,"Figuier, Guillaume Louis","Primitive Man. Revised translation Illustrated with... scenes of primitive life, etc.",eng,London,1870,lsidyv2c2a1497,,
nogenre.xlsx,014810754,"Figuier, Guillaume Louis","The Human Race,... illustrated by... engravings on wood, and... chromolithographs.",eng,London,1872,lsidyv30775037,,
nogenre.xlsx,014810755,"Figuier, Guillaume Louis","The Human Race,... illustrated by... engravings on wood, and... chromolithographs.",eng,London,1875,lsidyv3bb1034f,,
nogenre.xlsx,014810756,"Figuier, Guillaume Louis","The World before the Deluge... Containing twenty-five ideal landscapes of the ancient world, designed by Riou, and two hundred and eight figures of animals, plants... Translated from the fourth French edition",eng,London,1867,lsidyv3cb8ac56,,
nogenre.xlsx,014810760,"Finch, John","Travels in the United States of America and Canada, containing some account of their scientific institutions, and a few notices of the geology and mineralogy of those countries. To which is added an essay on the natural boundaries of empires.",eng,London,1833,lsidyv3cb1ba71,,
nogenre.xlsx,014810761,"Finch, John, Of Finsbury","To South Africa and back: being the narrative of a journey, etc.",eng,London,1890,lsidyv30a00c32,,
nogenre.xlsx,014810762,"Finck, Henry Theophilus",Lotos-Time in Japan.... Illustrated.,eng,London,1895,lsidyv392f3dbf,,
nogenre.xlsx,014810763,"Finck, Henry Theophilus",Spain and Morocco. Studies in local color.,eng,London,1891,lsidyv3bf58ded,,
nogenre.xlsx,014810764,"Findlay, Alexander George",A Description and list of the Lighthouses of the world. 1861.,eng,London,1861,lsidyv38edbc21,,
nogenre.xlsx,014810765,"Findlay, Alexander George",A Description and List of the Lighthouses of the World. 1880. Twentieth edition.,eng,London,1888,lsidyv38f19979,,
nogenre.xlsx,014810766,"Findlay, Alexander George","A Directory for the navigation of the Pacific Ocean; with descriptions of its coasts, islands, etc.",eng,London,1851,lsidyv38ebc4ff -- lsidyv38ebaf27,,
nogenre.xlsx,014810767,"Findlay, Alexander George",Sailing Directions for the St. George's Channel and the Bristol Channel... The sixth edition.,eng,London,1857,lsidyv38ed676d,,
nogenre.xlsx,014810768,"Findlay, Alexander George","Sailing directions for the South-Eastern Coast of England, etc.",eng,London,1857,lsidyv38eca029,,
nogenre.xlsx,014810769,"Findlay, James, Inspector Of Letter Carriers Gpo","Directory to gentlemen's seats, villages, etc. in Scotland... Collected and arranged by J. F.",eng,Edinburgh,1843,lsidyv3c328edb,,
nogenre.xlsx,014810772,,"Sailing Directions for the Gulf of Finland, compiled from the recent Russian and Swedish surveys.",eng,London,1867,lsidyv38eccde6,,
nogenre.xlsx,014810773,"Finlason, C. E","A Nobody in Mashonaland; or, the trials and adventurs of a Tenderfoot.",eng,London,1894,lsidyv3c5f563f,,
nogenre.xlsx,014810774,"Finlason, C. E",A Nobody in Mashonaland; or the trials and adventures of a tenderfoot.,eng,London,1895,lsidyv3c4f12b4,,
nogenre.xlsx,014810775,"Finlayson, George","The Mission to Siam, and Hué the capital of Cochin China, in the years 1821, 2. From the Journal of G. F. with a memoir of the author, by Sir T. S. Raffles.",eng,London,1826,lsidyv3c50388c,,
nogenre.xlsx,014810778,,"The Firstborn; or, a Mother's Trials.",eng,London,1860,lsidyv3b1e57b4 -- lsidyv3acc8fd9 -- lsidyv3acca85f,,
nogenre.xlsx,014810782,"Fischer, Christian August",A Picture of Madrid... Translated from the German.,eng,London,1808,lsidyv3bf57c3e,,
nogenre.xlsx,014810783,"Fischer, Christian August","A Picture of Valencia, taken on the spot... Translated from the German... by F. Shoberl.",eng,London,1808,lsidyv3c90610a,,
nogenre.xlsx,014810784,"Fisher, Alexander, Surgeon, R.N","A Journal of a Voyage of Discovery to the Arctic Regions in His Majesty's ships Hecla and Griper, in the Years 1819 and 1820. Fourth edition corrected.",eng,London,1821,lsidyv3911f5c0,,
nogenre.xlsx,014810787,"Fisher, Arthur A'court",Personal Narrative of three years' service in China.,eng,London,1863,lsidyv390abb86,,
nogenre.xlsx,014810793,"Fisher, O., Osmond",Physics of the earth's crust.,eng,London,1881,lsidyv3ce4bb9b,,
nogenre.xlsx,014810794,"Fisher, Richard Swainson","The Book of the World: being an account of all Republics, Empires, Kingdoms, and Nations.... With maps and charts.",eng,New-York,1852,lsidyv3bb5e128 -- lsidyv314f9934,,
nogenre.xlsx,014810797,"Fisher, Richard Trott",The Travellers. An argument in three parts. Part I. The Night-Watch. Part II. The Day-Watch. Pt. III. The Repose.,eng,London,1857,lsidyv346ff16c,,
nogenre.xlsx,014810800,"Fisk, George","A Pastor's Memorial of Egypt, the Red Sea, the Wildernesses of Sin and Paran, Mount Sinai, Jerusalem, etc.",eng,London,1843,lsidyv3bb4185d,,
nogenre.xlsx,014810801,"Fisk, J. H","Miners' and Assayers' Text-Book, etc.",eng,Portland,1898,lsidyv3ce283f1,,
nogenre.xlsx,014810802,"Fisk, Willbur","Travels on the Continent of Europe, in England, Ireland, Scotland, etc.",eng,New-York,1838,lsidyv314d1627,,
nogenre.xlsx,014810803,"Fiske, John",Excursions of an Evolutionist.,eng,London,1884,lsidyv3bb14a7d,,
nogenre.xlsx,014810804,"Fiske, Stephen",English Photographs by an American,eng,London,1869,lsidyv3bda238a,,
nogenre.xlsx,014810810,"Fitton, William Henry",Inquiries respecting the Geological relations of the beds between the chalk and the Purbeck Limestone in the South-East of England... From the “Annals of Philosophy” for 1824.,eng,London,1833,lsidyv3ca74597,,
nogenre.xlsx,014810819,"Fitzgerald, Gerald Beresford",A Fleeting Show.,eng,London,1897,lsidyv3a146fa2,,
nogenre.xlsx,014810820,"Fitzgerald, Gerald Beresford",An Odd Career.,eng,London,1896,lsidyv3a1e0746,,
nogenre.xlsx,014810821,"Fitzgerald, Percy Hetherington",The Dear Girl.,eng,London,1868,lsidyv3a82d296 -- lsidyv3a82cba6 -- lsidyv3a82d95f,,
nogenre.xlsx,014810824,"Fitzgerald, Percy Hetherington",Little Dorinda: who won and who lost her!.,eng,London,1878,lsidyv39a2622e,,
nogenre.xlsx,014810825,"Fitzgerald, Percy Hetherington",London City Suburbs as they are to-day... Illustrated by W. Luker... from original drawings.,eng,London,1893,lsidyv3c15d5ad,,
nogenre.xlsx,014810828,"Fitzgerald, Percy Hetherington","The Parvenu Family; or, Phoebe: girl and wife.",eng,London,1876,lsidyv3a8407ff -- lsidyv3a84012a -- lsidyv3a840eec,,
nogenre.xlsx,014810829,"Fitzgerald, Percy Hetherington","Picturesque London... Illustrated, etc.",eng,London,1890,lsidyv3c495a95,,
nogenre.xlsx,014810833,"Fitzgerald, Percy Hetherington","Two Fair Daughters, etc.",eng,London,1871,lsidyv3a0c4471 -- lsidyv3a0c344b -- lsidyv3a0c4c4e,,
nogenre.xlsx,014810834,"Fitzgerald, Sarah Jane","Wilfred Hedley: or, How teetotalism came to Ellensmere.",eng,London,1884,lsidyv39aa942a,,
nogenre.xlsx,014810838,"Fitz Gerald, William Walter Augustine","Travels in the Coastlands of British East Africa and the Islands of Zanzibar and Pemba: their agricultural resources and general characteristics... With maps, illustrations, etc.",eng,London,1898,lsidyv3c74be83,,
nogenre.xlsx,014810840,"Fitzmaurice, William Edward, Hon","A cruise to Egypt, Palestine, and Greece, during five months' leave of absence.",eng,London,1834,lsidyv3c71fd47,,
nogenre.xlsx,014810842,"Fitz-patrick, Thomas, M.R.C.S","An Autumn Cruise in the Ægean, or, Notes of a voyage in a sailing-yacht, etc.",eng,London,1886,lsidyv32d9fc25,,
nogenre.xlsx,014810845,"Fitzroy, Robert, Admiral","Narrative of the Surveying Voyages of His Majesty's ships Adventure and Beagle, between the years 1826 and 1836, describing their examination of the Southern Shores of South America, and the Beagle's circumnavigation of the Globe.",eng,London,1839,lsidyv3bcf7c90 -- lsidyv3c225181,,
nogenre.xlsx,014810846,"Fitzroy, Robert, Admiral",Passage table and general sailing directions... published by authority of the Board of Trade.,eng,London,1859,lsidyv38eff52b,,
nogenre.xlsx,014810847,"Fitzsimons, Edward",Letters from France and the Netherlands in the summers of 1820 and 1821.,eng,Dublin,1821,lsidyv3bbc97c9,,
nogenre.xlsx,014810850,"Fleet, Charles","Glimpses of our Ancestors in Sussex; with sketches of Sussex characters, remarkable incidents, &c.... Second edition.",eng,Lewes,1882,lsidyv3c2450b1,,
nogenre.xlsx,014810851,"Fleming, David Hay","Guide to the East Neuk of Fife. Embracing all the towns and villages, antiquities and places of interest between Fifeness and Leven, etc.",eng,Cupar,1886,lsidyv3c385578,,
nogenre.xlsx,014810854,"Fleming, George, Veterinary Surgeon",Travels on horseback in Mantchu Tartary: being a summer's ride beyond the Great Wall of China. With a map and numerous illustrations.,eng,London,1863,lsidyv38fbf86a,,
nogenre.xlsx,014810855,"Fleming, J. G","Sanctioned by the Commissioners of National Education in Ireland. A new series of outline Maps, with illustrations of the Mariner's compass and solar system, etc.",eng,Dublin,1860,lsidyv307533f2,,
nogenre.xlsx,014810856,"Fleming, James Sturk","The Old Ludgings of Stirling: being the ancient residences of the nobility, clergy, and civic dignitaries not hitherto delineated and described... Illustrated by forty pen and ink drawings by the author.",eng,Stirling,1897,lsidyv2affa7ff,,
nogenre.xlsx,014810857,"Fleming, James Sturk","Old Nooks of Stirling. Delineated and described by J. S. Fleming, etc.",eng,Stirling,1898,lsidyv2ae096d7,,
nogenre.xlsx,014810858,"Fleming, John","The Lithology of Edinburgh... Edited, with a memoir, by the Rev. J. Duns.",eng,Edinburgh,1859,lsidyv3cb74e0e,,
nogenre.xlsx,014810861,"Fleming, Keith","“Can such things be?” Or, the Weird of the Beresfords. A study in occult willpower.",eng,London,1890,lsidyv39a1318d,,
nogenre.xlsx,014810863,"Fleming, May Agnes, Mrs",The Midnight Queen.,eng,London,1890,lsidyv3a91d18a,,
nogenre.xlsx,014810864,"Fleming, William, Shipping Agent","Algoa Bay. Africa.-South-East Coast... Trade and Statistics of Port Elizabeth, the Sea-port of Algoa Bay.",eng,London,1868,lsidyv39117a0e,,
nogenre.xlsx,014810865,"Flemming, Harford",Cupid and the Sphinx.,eng,London,1879,lsidyv3b743386 -- lsidyv3b742c75 -- lsidyv3b7439b3,,
nogenre.xlsx,014810867,"Fletcher, Evelyn",Seven Duologues.,eng,Manchester,1899,lsidyv349ca531,,
nogenre.xlsx,014810868,"Fletcher, Henry",The North Shore Mystery.,eng,London,1899,lsidyv398dad86,,
nogenre.xlsx,014810869,"Fletcher, John","The Tragœdy of Rollo Duke of Normandy. Acted by his Majesties Servants. Written by John Fletcher, Gent",eng,Oxford,1640,lsidyv338f0e96,,
nogenre.xlsx,014810873,"Fletcher, John",The elder brother... London 1637.,eng,London,1661,lsidyv34295c35,,
nogenre.xlsx,014810874,"Fletcher, John","The Faithfull Shepherdesse... The third Edition, with Addition.",eng,London,1656,lsidyv345cbb42,,
nogenre.xlsx,014810875,"Fletcher, John","The Faithfull Shepherdesse... The third Edition, with Addition.",eng,London,1665,lsidyv345d695b,,
nogenre.xlsx,014810877,"Fletcher, John","Rule a Wife and have a Wife. A comoedy, etc.",eng,Oxford,1640,lsidyv34613fda,,
nogenre.xlsx,014810882,"Fletcher, J. S., Joseph Smith","Frank Carisbroke's Stratagem: or, Lost and Won.",eng,London,1888,lsidyv3b53fdac,,
nogenre.xlsx,014810894,"Fletcher, Lazarus",The Dilatation of Crystals on Change of Temperature.,eng,,1883,lsidyv3bc3410f,,
nogenre.xlsx,014810895,"Fletcher, Lazarus","On the Mexican Meteorites, with especial regard to the supposed occurrence of wide-spread meteoritic showers.",eng,,1890,lsidyv3bc34667,,
nogenre.xlsx,014810898,"Fletcher, Margaret","Sketches of Life and Character in Hungary... With illustrations, etc.",eng,London,1892,lsidyv3bbc87d1,,
nogenre.xlsx,014810900,"Flinn, David Edgar","Ireland: its health resorts and watering places. With maps, etc.",eng,London,1888,lsidyv3c3c67d5,,
nogenre.xlsx,014810901,"Flint, James","Letters from America, containing observations on the climate and agriculture of the Western States, etc.",eng,Edinburgh,1822,lsidyv3c45461f,,
nogenre.xlsx,014810904,"Flint, Timothy","Recollections of the last ten years, passed in occasional residences and journeyings in the valley of the Mississippi.",eng,Boston,1826,lsidyv3c4d05a3,,
nogenre.xlsx,014810905,"Flinter, George Dawson",An account of the present state of the island of Puerto Rico.,eng,London,1834,lsidyv3c5c2d20,,
nogenre.xlsx,014810910,,"The Stepmother; or, Will she be a Nun?",eng,London,1860,lsidyv3ab2aabf,,
nogenre.xlsx,014810912,,Cometh up as a Flower. An autobiography.,eng,London,1867,lsidyv3393d6d1,,
nogenre.xlsx,014810913,"Flower, Richard","Letters from the Illinois, 1820, 1821. Containing an account of the English settlement at Albion and its vicinity, and a refutation of various misrepresentations, those more particularly of Mr. Cobbett; with a letter from M. Birkbeck; and a preface and notes by B. Flower.",eng,London,1822,lsidyv3c919e26,,
nogenre.xlsx,014810916,"Floyer, Ernest Ayscoghe","Unexplored Balūchistan. A survey... of a route through Mekran, Bashkurd, Persia, Kurdistan, and Turkey... With... illustrations and a map.",eng,London,1882,lsidyv390980a5,,
nogenre.xlsx,014810924,"Fogg, William Perry","Arabistan: or the Land of “The Arabian Nights.” Being travels through Egypt, Arabia, and Persia, to Bagdad... With an introduction by Bayard Taylor.",eng,London,1875,lsidyv3c716637,,
